modelpath,Category,Feature_1,Feature_2
/Skyphos/London E 140.obj,Skyphos,0.011318284839725416,0.033049104625359475
/Skyphos/Hermogenes_skyphos_Louvre.obj,Skyphos,0.008069293718428693,0.03342136423101415
/Skyphos/London F 90_3.obj,Skyphos,0.008636749376142613,0.03692616558345004
/Modern-Mug/BlenderRepository_coffee-mug.obj,Modern-Mug,0.027020767330475082,0.028886630256641697
/Modern-Mug/BlenderRepository_glass-mug.obj,Modern-Mug,0.030449045295666926,0.033395187366107346
/Modern-Mug/Glassn1.obj,Modern-Mug,0.0068756873917095885,0.024518681099991564
/Modern-Mug/m504.obj,Modern-Mug,0.014219090117943605,0.02442579743607662
/Modern-Mug/m508.obj,Modern-Mug,0.013855792558121895,0.028785144957624905
/Modern-Mug/m505.obj,Modern-Mug,0.004245425505692949,0.0225063777603948
/Modern-Mug/m507.obj,Modern-Mug,0.008854900119269827,0.028087208070621858
/Modern-Mug/Y6515_TEACUP.obj,Modern-Mug,0.005995379658458957,0.026906360018730213
/Modern-Mug/m509.obj,Modern-Mug,0.0058884971051762665,0.0246663857530172
/Modern-Mug/Y9227_mug.obj,Modern-Mug,0.013713714850396554,0.024675481464847875
/Modern-Mug/Y22_mug.obj,Modern-Mug,0.007265702604680354,0.017488539857572292
/Abstract/qp119.obj,Abstract,0.0049628651136682895,0.014440962421177391
/Abstract/qp24.obj,Abstract,0.010478958491260433,0.013167421356182507
/Abstract/Flower Vase.obj,Abstract,0.02292440475117414,0.015472930691244493
/Abstract/qp89.obj,Abstract,0.006746395590912395,0.012903393529875573
/Abstract/qp35.obj,Abstract,0.010539756356065253,0.012848126081937463
/Abstract/qp70.obj,Abstract,0.00927940351119142,0.016295835965733023
/Abstract/Abstractshape31.obj,Abstract,0.02528124947221932,0.024542513485074552
/Abstract/qp69.obj,Abstract,0.008381496514501274,0.01649538206844965
/Abstract/qp49.obj,Abstract,0.00890164496698329,0.012880149411347986
/Abstract/qp125.obj,Abstract,0.005841235407443049,0.01423828409188794
/Abstract/qp132.obj,Abstract,0.007017474483479378,0.014916463906320787
/Abstract/qp41.obj,Abstract,0.009506753153037204,0.013507945021980395
/Abstract/vase12.obj,Abstract,0.023323526138790702,0.025357563415462473
/Abstract/Abstractshape48.obj,Abstract,0.027177793120846127,0.017983665817907356
/Abstract/qp42.obj,Abstract,0.01016291400608602,0.013635078297139723
/Abstract/Abstractshape32.obj,Abstract,0.025484770615998163,0.02271921694371745
/Abstract/Abstractshape20.obj,Abstract,0.027459170276070637,0.017715863116607923
/Abstract/Abstractshape19.obj,Abstract,0.02635327491738259,0.020523433778208606
/Abstract/qp133.obj,Abstract,0.005354522564242245,0.013933847234646761
/Abstract/qp67.obj,Abstract,0.008452620982947454,0.01583405754424354
/Abstract/qp85.obj,Abstract,0.00702947094771309,0.011117417583068032
/Abstract/qp138.obj,Abstract,0.007997049824398231,0.017042672616617387
/Abstract/Abstractshape25.obj,Abstract,0.026891016771618804,0.024238938858504033
/Abstract/qp131.obj,Abstract,0.007151705525632072,0.01425692236865166
/Abstract/tutu_27.obj,Abstract,0.0007592785197023349,0.028457136992030518
/Abstract/Y7187_POTTRY1.obj,Abstract,0.00804937339009673,0.022645221066660264
/Abstract/Abstractshape26.obj,Abstract,0.026140742318908693,0.018995937946053688
/Abstract/qp21.obj,Abstract,0.007421669844279157,0.013374572232550794
/Abstract/qp86.obj,Abstract,0.006063495241733642,0.01154594825472548
/Abstract/tutu_32.obj,Abstract,0.008811881205379112,0.02524007385777575
/Abstract/qp43.obj,Abstract,0.01015483197373099,0.014249094794259435
/Abstract/Y2527_POTTERY0.obj,Abstract,0.020103553849628496,0.017768804164596044
/Abstract/tutu_31.obj,Abstract,0.057084154750729386,0.020712623160223827
/Abstract/tutu_29.obj,Abstract,0.05812079137386084,0.020599844806460335
/Abstract/tutu_38.obj,Abstract,0.04759508150441961,0.014925863328374431
/Abstract/qp31.obj,Abstract,0.009277090090033698,0.013679679896815625
/Abstract/qp136.obj,Abstract,0.007228690260970548,0.016829605466174537
/Abstract/tutu_42.obj,Abstract,0.016430890940652355,0.011905698032140144
/Abstract/qp123.obj,Abstract,0.0124636427221711,0.013558223737987377
/Abstract/Abstractshape35.obj,Abstract,0.026852773402619705,0.01930712694793232
/Abstract/Abstractshape33.obj,Abstract,0.02562285136437419,0.01948347325536837
/Abstract/qp83.obj,Abstract,0.008714776562389103,0.014178179922788458
