modelpath,Category,Feature_1,Feature_2
/Skyphos/London E 140.obj,Skyphos,0.0035890089741867277,0.030327839374537063
/Skyphos/Hermogenes_skyphos_Louvre.obj,Skyphos,0.0023833484146461837,0.02992967367478334
/Skyphos/London F 90_3.obj,Skyphos,0.0007414824795183107,0.03206188954794663
/Modern-Mug/BlenderRepository_coffee-mug.obj,Modern-Mug,0.010879400919165384,0.030737246728037
/Modern-Mug/BlenderRepository_glass-mug.obj,Modern-Mug,0.011387424098923177,0.03087980779747332
/Modern-Mug/Glassn1.obj,Modern-Mug,0.002861855947824125,0.023870856921229075
/Modern-Mug/m504.obj,Modern-Mug,0.005326969751583373,0.023772656392006417
/Modern-Mug/m508.obj,Modern-Mug,0.004296389134893042,0.023279042289525407
/Modern-Mug/m505.obj,Modern-Mug,0.0012062184652920024,0.027444356414411397
/Modern-Mug/m507.obj,Modern-Mug,0.0023225447147826993,0.025652595366753458
/Modern-Mug/Y6515_TEACUP.obj,Modern-Mug,0.001727632308625438,0.027579088144983208
/Modern-Mug/m509.obj,Modern-Mug,0.001560531816781215,0.025868835402300946
/Modern-Mug/Y9227_mug.obj,Modern-Mug,0.0052926640671479746,0.023752401710922938
/Modern-Mug/Y22_mug.obj,Modern-Mug,0.0038912204955776843,0.023288493592778018
/Abstract/qp119.obj,Abstract,0.0008698779433087636,0.014829021565509942
/Abstract/qp24.obj,Abstract,0.0018279168529874634,0.013820971535570827
/Abstract/Flower Vase.obj,Abstract,0.009050942525606995,0.011285520639708533
/Abstract/qp89.obj,Abstract,0.0011584085971886888,0.013767844629955655
/Abstract/qp35.obj,Abstract,0.001813351255056796,0.014736846891232678
/Abstract/qp70.obj,Abstract,0.0016266962350132423,0.0152614172036561
/Abstract/Abstractshape31.obj,Abstract,0.0134144671377779,0.01906691527852769
/Abstract/qp69.obj,Abstract,0.001470606061531215,0.014570205924009571
/Abstract/qp49.obj,Abstract,0.0016858581593680018,0.014511456723894015
/Abstract/qp125.obj,Abstract,0.0010009852946263281,0.015133891653269768
/Abstract/qp132.obj,Abstract,0.0011136487404,0.014568441766014318
/Abstract/qp41.obj,Abstract,0.0016519865005919076,0.014940321020406166
/Abstract/vase12.obj,Abstract,0.012246283405207385,0.029014729226688088
/Abstract/Abstractshape48.obj,Abstract,0.014426749319118068,0.014192432739396013
/Abstract/qp42.obj,Abstract,0.0017275055712898944,0.013634329306572412
/Abstract/Abstractshape32.obj,Abstract,0.013469821346011266,0.01969297384680158
/Abstract/Abstractshape20.obj,Abstract,0.01437742495333579,0.014683675348812519
/Abstract/Abstractshape19.obj,Abstract,0.013019734133691764,0.017328224746940006
/Abstract/qp133.obj,Abstract,0.0008827111718633792,0.014580623211733989
/Abstract/qp67.obj,Abstract,0.0018622294808681992,0.01557774966460608
/Abstract/qp85.obj,Abstract,0.0013551476876201521,0.011713934541509279
/Abstract/qp138.obj,Abstract,0.0011925460102513237,0.015163336019275902
/Abstract/Abstractshape25.obj,Abstract,0.01353674230217095,0.020387052342675727
/Abstract/qp131.obj,Abstract,0.001133851801076573,0.01422281163746516
/Abstract/tutu_27.obj,Abstract,0.003337124270918462,0.02544724987405021
/Abstract/Y7187_POTTRY1.obj,Abstract,0.006134397318014817,0.01527546733433981
/Abstract/Abstractshape26.obj,Abstract,0.01391355399328757,0.01668352635001754
/Abstract/qp21.obj,Abstract,0.0015188893242253907,0.014353339036416973
/Abstract/qp86.obj,Abstract,0.0013135494284035596,0.011857674698642809
/Abstract/tutu_32.obj,Abstract,0.0009781045295600233,0.026888483761279818
/Abstract/qp43.obj,Abstract,0.001661382056793236,0.013113710547005846
/Abstract/Y2527_POTTERY0.obj,Abstract,0.004609386683166465,0.015150413988444491
/Abstract/tutu_31.obj,Abstract,0.026096498741737247,0.016189329552292346
/Abstract/tutu_29.obj,Abstract,0.02638347317656561,0.0146949821541993
/Abstract/tutu_38.obj,Abstract,0.02247040421122744,0.012001051429337096
/Abstract/qp31.obj,Abstract,0.001490171601345373,0.01428480859108095
/Abstract/qp136.obj,Abstract,0.001216482419193549,0.014612217057434377
/Abstract/tutu_42.obj,Abstract,0.00956704799684696,0.012488685447117226
/Abstract/qp123.obj,Abstract,0.0010384181364562982,0.014773205333809986
/Abstract/Abstractshape35.obj,Abstract,0.013711762983819703,0.016243515356013136
